T_env,P_thermal,P_ctqw,P_crn_max,kappa_opt,gain
0.1,0.7163691807759105,0.39338800244619576,0.9971614259111861,3.0,1.3919658364296816
0.3,0.8945708333204747,0.39338800244619576,0.9971614259111861,3.0,1.1146813519617165
0.5,0.9952414054876152,0.39338800244619576,0.9971614259111861,3.0,1.0019292007074707
1.0,0.9999398964041742,0.39338800244619576,0.9971614259111861,3.0,0.9972213625009066
2.0,0.9999513619954167,0.39338800244619576,0.9971614259111861,3.0,0.997209928212245
5.0,0.9999263003685037,0.39338800244619576,0.9971614259111861,3.0,0.9972349217574348
10.0,0.9999100518526256,0.39338800244619576,0.9971614259111861,3.0,0.9972511268025089
