epsilon,P_thermal,P_ctqw,P_crn_max,kappa_opt,gain
0.0,0.9998875871048638,0.5985702811913507,0.9978160085747358,3.0,0.9979281885715512
0.3,0.9999379279504582,0.5992717813829835,0.9976584583708785,3.0,0.9977203889202885
0.5,0.9999513619954167,0.5550887826602557,0.9975362811790948,3.0,0.9975848017132527
1.0,0.9999398964041742,0.39338800244619576,0.9971614259111861,3.0,0.9972213625009066
1.5,0.9996243548840459,0.46273098352129605,0.9966675661453674,3.0,0.997042100140686
2.0,0.9952414054876152,0.45942876869267646,0.9960256972770382,3.0,1.0007880417606205
3.0,0.9268879913498882,0.43232324673075095,0.9942732242941832,5.0,1.0727005135174503
