epsilon,GKSL_bestIPC_kappa,GKSL_bestIPC_P_sink_T_end,GKSL_bestIPC_P_sink_D_end,GKSL_bestIPC_Selectivity_end,GKSL_bestIPC_coverage_end,GKSL_bestIPC_Utility,GKSL_bestIPC_InfoPerCost,CRW_P_sink_T_end,CRW_P_sink_D_end,CRW_Selectivity_end,CRW_Utility,CRW_InfoPerCost,CRW_thermal_T0.1_P_sink_T_end,CRW_thermal_T0.1_P_sink_D_end,CRW_thermal_T0.1_Selectivity_end,CRW_thermal_T0.1_Utility,CRW_thermal_T0.1_InfoPerCost,CRW_thermal_T1.0_P_sink_T_end,CRW_thermal_T1.0_P_sink_D_end,CRW_thermal_T1.0_Selectivity_end,CRW_thermal_T1.0_Utility,CRW_thermal_T1.0_InfoPerCost
0.0,1.0,0.0073566019591136,0.0048400659623756,1.5199383675306088,0.0121966679214893,0.002516535996738,0.1133744941195278,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088
1.0,1.0,0.0057356007236144,0.003680420501923,1.558409078272238,0.0094160212255375,0.0020551802216914,0.1058497102891682,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.1221368132529305,0.134652779359273,0.9070500722910804,-0.0125159661063424,-0.0469132471915247,0.2207910236327649,0.2264128364906694,0.9751700789318484,-0.0056218128579045,-0.0122960747890158
2.0,1.0,0.0044407844605798,0.0026249677245017,1.6917482136779336,0.0070657521850815,0.001815816736078,0.1064012131657113,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.1393367088556237,0.1093961845432485,1.2736889265024127,0.0299405243123752,0.1157198217785853,0.1959369632285286,0.2091642155914464,0.9367613990449928,-0.0132272523629178,-0.0318651284019945
3.0,0.001,0.005452018346336,0.0024518191828035,2.2236624879809845,0.0079038375291395,0.0030001991635325,0.1675729663347041,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.1073491589570315,0.0857084110616672,1.2524926973449697,0.0216407478953643,0.1065744453327767,0.1636630379782001,0.1578234045594695,1.0370010609896143,0.0058396334187305,0.0176165075531466
5.0,1.0,0.0021401516936242,0.0013234585362599,1.6170900964189907,0.0034636102298842,0.0008166931573642,0.060659298911635,0.2374232985336209,0.2703079099584457,0.8783438803890037,-0.0328846114248247,-0.063516764849088,0.111062783503768,0.0951555661394202,1.1671706449612598,0.0159072173643478,0.0735701543860572,0.1345984627885169,0.1369194016873023,0.9830488676464636,-0.0023209388987854,-0.0082443751948281
