generation,p_transport,modular_cost,mass_modular,mass_global,top1_strategy,top1_mass,top2_strategy,top2_mass,top3_strategy,top3_mass
152,0.5,0.05,0.9985968566694096,0.001403143330590451,"M(0.5,0.01)",0.9831369478341859,"M(0.5,0.05)",0.002172026331071405,"M(1,0.01)",0.0007324056070884205
153,0.5,0.05,0.9985968570373157,0.001403142962683994,"M(0.5,0.01)",0.9831463520902767,"M(0.5,0.05)",0.002162633905128936,"M(1,0.01)",0.0007324021959917199
154,0.5,0.05,0.998596857384853,0.001403142615146635,"M(0.5,0.01)",0.9831552356813381,"M(0.5,0.05)",0.0021537614890263785,"M(1,0.01)",0.0007323989739508648
155,0.5,0.05,0.9985968577131487,0.0014031422868509755,"M(0.5,0.01)",0.9831636274252943,"M(0.5,0.05)",0.0021453803011361335,"M(1,0.01)",0.0007323959304714496
156,0.5,0.05,0.9985968580232681,0.001403141976731982,"M(0.5,0.01)",0.9831715545459727,"M(0.5,0.05)",0.0021374631519150864,"M(1,0.01)",0.0007323930556442023
157,0.5,0.05,0.9985968583162169,0.0014031416837835375,"M(0.5,0.01)",0.9831790427611816,"M(0.5,0.05)",0.0021299843559367876,"M(1,0.01)",0.0007323903401119512
158,0.5,0.05,0.9985968585929449,0.0014031414070551878,"M(0.5,0.01)",0.9831861163659367,"M(0.5,0.05)",0.0021229196487733792,"M(1,0.01)",0.0007323877750385228
159,0.5,0.05,0.9985968588543509,0.0014031411456490656,"M(0.5,0.01)",0.9831927983110947,"M(0.5,0.05)",0.0021162461084610496,"M(1,0.01)",0.0007323853520794412
160,0.5,0.05,0.9985968591012829,0.0014031408987169795,"M(0.5,0.01)",0.9831991102776491,"M(0.5,0.05)",0.002109942081297296,"M(1,0.01)",0.0007323830633543223
161,0.5,0.05,0.9985968593345421,0.0014031406654576733,"M(0.5,0.01)",0.9832050727469286,"M(0.5,0.05)",0.0021039871117319872,"M(1,0.01)",0.000732380901420855
162,0.5,0.05,0.9985968595548858,0.0014031404451142287,"M(0.5,0.01)",0.983210705066922,"M(0.5,0.05)",0.0020983618761271985,"M(1,0.01)",0.0007323788592502752
163,0.5,0.05,0.9985968597630284,0.0014031402369716122,"M(0.5,0.01)",0.9832160255149406,"M(0.5,0.05)",0.002093048120173052,"M(1,0.01)",0.0007323769302042377
164,0.5,0.05,0.9985968599596459,0.001403140040354362,"M(0.5,0.01)",0.9832210513568225,"M(0.5,0.05)",0.0020880285997584513,"M(1,0.01)",0.0007323751080130069
165,0.5,0.05,0.9985968601453756,0.0014031398546243978,"M(0.5,0.01)",0.9832257989028684,"M(0.5,0.05)",0.0020832870251065536,"M(1,0.01)",0.0007323733867548836
166,0.5,0.05,0.9985968603208212,0.001403139679178954,"M(0.5,0.01)",0.9832302835606873,"M(0.5,0.05)",0.0020788080079952617,"M(1,0.01)",0.0007323717608367971
167,0.5,0.05,0.9985968604865514,0.001403139513448626,"M(0.5,0.01)",0.9832345198851238,"M(0.5,0.05)",0.0020745770118928203,"M(1,0.01)",0.0007323702249759938
168,0.5,0.05,0.9985968606431039,0.0014031393568955256,"M(0.5,0.01)",0.9832385216254277,"M(0.5,0.05)",0.00207058030484794,"M(1,0.01)",0.0007323687741827573
169,0.5,0.05,0.9985968607909884,0.001403139209011537,"M(0.5,0.01)",0.9832423017698183,"M(0.5,0.05)",0.002066804914982656,"M(1,0.01)",0.0007323674037441018
170,0.5,0.05,0.9985968609306831,0.0014031390693166697,"M(0.5,0.01)",0.983245872587583,"M(0.5,0.05)",0.0020632385884444427,"M(1,0.01)",0.0007323661092083784
171,0.5,0.05,0.9985968610626422,0.0014031389373575034,"M(0.5,0.01)",0.9832492456688543,"M(0.5,0.05)",0.0020598697496820215,"M(1,0.01)",0.0007323648863707489
172,0.5,0.05,0.9985968611872944,0.001403138812705716,"M(0.5,0.01)",0.9832524319621845,"M(0.5,0.05)",0.00205668746391668,"M(1,0.01)",0.0007323637312594696
173,0.5,0.05,0.9985968613050439,0.0014031386949566976,"M(0.5,0.01)",0.9832554418100438,"M(0.5,0.05)",0.0020536814016880126,"M(1,0.01)",0.0007323626401229437
174,0.5,0.05,0.9985968614162717,0.0014031385837282358,"M(0.5,0.01)",0.983258284982359,"M(0.5,0.05)",0.0020508418053596295,"M(1,0.01)",0.0007323616094174972
175,0.5,0.05,0.9985968615213406,0.0014031384786592784,"M(0.5,0.01)",0.9832609707081947,"M(0.5,0.05)",0.0020481594574766576,"M(1,0.01)",0.0007323606357958371
176,0.5,0.05,0.9985968616205911,0.0014031383794087607,"M(0.5,0.01)",0.9832635077056836,"M(0.5,0.05)",0.00204562565087283,"M(1,0.01)",0.0007323597160961527
177,0.5,0.05,0.9985968617143455,0.0014031382856545,"M(0.5,0.01)",0.9832659042103024,"M(0.5,0.05)",0.002043232160430577,"M(1,0.01)",0.0007323588473318243
178,0.5,0.05,0.998596861802908,0.0014031381970921516,"M(0.5,0.01)",0.9832681680015842,"M(0.5,0.05)",0.0020409712164028374,"M(1,0.01)",0.0007323580266817066
179,0.5,0.05,0.9985968618865657,0.00140313811343422,"M(0.5,0.01)",0.9832703064283513,"M(0.5,0.05)",0.0020388354792103464,"M(1,0.01)",0.0007323572514809498
180,0.5,0.05,0.9985968619655908,0.0014031380344091283,"M(0.5,0.01)",0.9832723264325566,"M(0.5,0.05)",0.0020368180156329057,"M(1,0.01)",0.0007323565192123354
181,0.5,0.05,0.9985968620402398,0.0014031379597603335,"M(0.5,0.01)",0.9832742345718009,"M(0.5,0.05)",0.0020349122763176192,"M(1,0.01)",0.000732355827498089
182,0.5,0.05,0.9985968621107546,0.0014031378892454985,"M(0.5,0.01)",0.9832760370406085,"M(0.5,0.05)",0.002033112074531344,"M(1,0.01)",0.0007323551740921515
183,0.5,0.05,0.9985968621773644,0.0014031378226357037,"M(0.5,0.01)",0.983277739690526,"M(0.5,0.05)",0.002031411566088592,"M(1,0.01)",0.0007323545568728792
184,0.5,0.05,0.9985968622402853,0.0014031377597147042,"M(0.5,0.01)",0.9832793480491043,"M(0.5,0.05)",0.002029805230389928,"M(1,0.01)",0.0007323539738361467
185,0.5,0.05,0.9985968622997218,0.0014031377002782285,"M(0.5,0.01)",0.9832808673378375,"M(0.5,0.05)",0.0020282878525094846,"M(1,0.01)",0.0007323534230888364
186,0.5,0.05,0.9985968623558668,0.0014031376441333162,"M(0.5,0.01)",0.9832823024891033,"M(0.5,0.05)",0.002026854506273599,"M(1,0.01)",0.000732352902842686
187,0.5,0.05,0.998596862408902,0.0014031375910976904,"M(0.5,0.01)",0.9832836581621678,"M(0.5,0.05)",0.00202550053827578,"M(1,0.01)",0.0007323524114084797
188,0.5,0.05,0.9985968624590009,0.0014031375409991676,"M(0.5,0.01)",0.9832849387583071,"M(0.5,0.05)",0.002024221552776244,"M(1,0.01)",0.0007323519471905603
189,0.5,0.05,0.9985968625063246,0.0014031374936750993,"M(0.5,0.01)",0.983286148435088,"M(0.5,0.05)",0.002023013397437093,"M(1,0.01)",0.0007323515086816458
190,0.5,0.05,0.9985968625510275,0.001403137448971842,"M(0.5,0.01)",0.983287291119862,"M(0.5,0.05)",0.00202187214984694,"M(1,0.01)",0.0007323510944579343
191,0.5,0.05,0.9985968625932554,0.0014031374067442607,"M(0.5,0.01)",0.9832883705225094,"M(0.5,0.05)",0.0020207941047913134,"M(1,0.01)",0.0007323507031744786
192,0.5,0.05,0.9985968626331448,0.0014031373668552567,"M(0.5,0.01)",0.9832893901474808,"M(0.5,0.05)",0.002019775762227599,"M(1,0.01)",0.0007323503335608193
193,0.5,0.05,0.9985968626708245,0.0014031373291753233,"M(0.5,0.01)",0.9832903533051696,"M(0.5,0.05)",0.002018813815925543,"M(1,0.01)",0.0007323499844168577
194,0.5,0.05,0.998596862706418,0.0014031372935821257,"M(0.5,0.01)",0.9832912631226578,"M(0.5,0.05)",0.002017905142736508,"M(1,0.01)",0.0007323496546089601
195,0.5,0.05,0.9985968627400398,0.0014031372599601023,"M(0.5,0.01)",0.9832921225538647,"M(0.5,0.05)",0.0020170467924566942,"M(1,0.01)",0.000732349343066275
196,0.5,0.05,0.9985968627717998,0.0014031372282000915,"M(0.5,0.01)",0.983292934389134,"M(0.5,0.05)",0.0020162359782514645,"M(1,0.01)",0.0007323490487772561
197,0.5,0.05,0.998596862801801,0.0014031371981989764,"M(0.5,0.01)",0.9832937012642924,"M(0.5,0.05)",0.0020154700676097382,"M(1,0.01)",0.0007323487707863783
198,0.5,0.05,0.9985968628301405,0.0014031371698593506,"M(0.5,0.01)",0.9832944256692039,"M(0.5,0.05)",0.0020147465737991145,"M(1,0.01)",0.0007323485081910344
199,0.5,0.05,0.9985968628569105,0.0014031371430892016,"M(0.5,0.01)",0.983295109955852,"M(0.5,0.05)",0.002014063147794025,"M(1,0.01)",0.0007323482601386044
200,0.5,0.05,0.9985968628821983,0.0014031371178016112,"M(0.5,0.01)",0.9832957563459747,"M(0.5,0.05)",0.002013417570650741,"M(1,0.01)",0.0007323480258236872
