delta_InfoPerCost_ci_hi,delta_InfoPerCost_ci_lo,delta_InfoPerCost_mean,delta_Utility_ci_hi,delta_Utility_ci_lo,delta_Utility_mean,epsilon,kappa_bestIPC_ratioOfMeans,mode
0.1768912589686158,0.1768912589686158,0.1768912589686158,0.035401147421562765,0.035401147421562765,0.035401147421562765,0.0,1.0,extended
0.3931698608871794,-0.00565392991080907,0.18442998219256548,0.059666854207006785,-0.02950494302980748,0.014571146328034,1.0,1.0,extended
0.13465668905404451,-0.178917946228396,-0.02187221043024276,0.010517543731726718,-0.0649770604578945,-0.028124707576297165,2.0,1.0,extended
0.47260395886519696,-0.26029823809449176,0.07463825725611184,0.05208818704247967,-0.0872342043604128,-0.01864054873183176,3.0,0.001,extended
0.4412630282631802,-0.2483379561578729,0.078372332876305,0.0652171336700552,-0.09322001119765784,-0.015090524206983553,5.0,1.0,extended
