epsilon,n_trials,recall_mean,recall_ci95,leakage_mean,leakage_ci95,SelRoM,SelRoM_ci95_low,SelRoM_ci95_high
0.0,100,0.2666666666666659,9.911367823807798e-16,0.6666666666666644,2.4758777049087157e-15,0.4000000000000002,0.39999999999999986,0.4000000000000002
0.5,100,0.2769278035704391,0.015002932288681714,0.6561991187745734,0.015604009976365513,0.4220179449304826,0.3911561612615132,0.45509031605853334
1.0,100,0.28756041625802437,0.023233128385840792,0.6465525798934101,0.024000787481975733,0.444759521809396,0.39540845190408347,0.4981868448529669
2.0,100,0.4020667876095984,0.0395791858358782,0.5044513738898421,0.039672407707005676,0.7970377491674716,0.6726210642609267,0.9436605115575226
3.0,100,0.4797312839019706,0.0461853374434323,0.3997764798165235,0.04193204876120753,1.199998769617818,0.988816715667205,1.441799223307078
4.0,100,0.5167906483561189,0.047620443526279824,0.3477648180438377,0.03926550269580276,1.4860348762794473,1.232978498323484,1.7840090601491272
5.0,100,0.5358094065997411,0.047700938189930105,0.3194594518172321,0.03685992072875399,1.6772376073138893,1.3979811596744345,2.007706465389335
8.0,100,0.5578972589832845,0.04737998362638656,0.2861520190253902,0.033829746095384756,1.9496534075958496,1.6375218026287972,2.3157115377172652
