epsilon,n_trials,Recall_mean,Leakage_mean,Selectivity_rom,CI95_lo,CI95_hi,coverage
0.0,100,0.2666666666666656,0.666666666666664,0.3999999999999994,0.39999999999999925,0.3999999999999995,0.9333333333333296
0.5,100,0.276927803570439,0.6561991187745732,0.42201794493048195,0.38980348280043753,0.4556043479324675,0.9331269223450122
1.0,100,0.28756041625802403,0.6465525798934094,0.44475952180939526,0.396819514311763,0.4981542817514627,0.9341129961514334
2.0,100,0.4020667876095977,0.5044513738898417,0.7970377491674692,0.6699066972370967,0.9430721416173712,0.9065181614994394
3.0,100,0.47973128390196856,0.399776479816522,1.1999987696178143,0.9979975159406855,1.4449515643421715,0.8795077637184905
5.0,100,0.5358094065997401,0.3194594518172321,1.6772376073138808,1.4004338541019596,2.005953435716909,0.8552688584169722
8.0,100,0.5578972589832838,0.28615201902539006,1.9496534075958416,1.6434762360515132,2.3138091565930385,0.8440492780086739
