epsilon,trial,bestIPC_kappa,bestIPC_InfoPerCost,bestIPC_Utility,bestIPC_P_sink_T_end,bestIPC_P_sink_D_end,bestIPC_Selectivity_end,bestIPC_coverage_end,bestU_kappa,bestU_Utility,bestU_InfoPerCost,bestU_P_sink_T_end,bestU_P_sink_D_end,bestU_Selectivity_end,bestU_coverage_end,bestSel_kappa,bestSel_Selectivity_end,bestSel_Utility,bestSel_InfoPerCost,bestSel_P_sink_T_end,bestSel_P_sink_D_end,bestSel_coverage_end
1.0,0,0.001,0.14539775634756247,0.0030619232546881007,0.0070604337856654,0.0039985105309773,1.7657659593993744,0.0110589443166427,0.001,0.0030619232546881007,0.14539775634756247,0.0070604337856654,0.0039985105309773,1.7657659593993744,0.0110589443166427,0.001,1.7657659593993744,0.0030619232546881007,0.14539775634756247,0.0070604337856654,0.0039985105309773,0.0110589443166427
1.0,1,1.0,0.10807988032951006,0.0021561658810397995,0.0060529546486776,0.0038967887676378,1.553318644673042,0.0099497434163154,1.0,0.0021561658810397995,0.10807988032951006,0.0060529546486776,0.0038967887676378,1.553318644673042,0.0099497434163154,1.0,1.553318644673042,0.0021561658810397995,0.10807988032951006,0.0060529546486776,0.0038967887676378,0.0099497434163154
1.0,2,0.001,0.22542427863905973,0.0057700731169753,0.0106832878200878,0.0049132147031125,2.174398731475257,0.015596502523200299,0.001,0.0057700731169753,0.22542427863905973,0.0106832878200878,0.0049132147031125,2.174398731475257,0.015596502523200299,0.001,2.174398731475257,0.0057700731169753,0.22542427863905973,0.0106832878200878,0.0049132147031125,0.015596502523200299
1.0,3,1.0,0.12002605387314243,0.0024869252640417998,0.0066034019276603,0.0041164766636185,1.6041392835813095,0.0107198785912788,0.3,0.0025156746625317992,0.1075761611444511,0.0079503658420844,0.0054346911795526,1.4628919248500896,0.013385057021637,1.0,1.6041392835813095,0.0024869252640417998,0.12002605387314243,0.0066034019276603,0.0041164766636185,0.0107198785912788
1.0,4,0.001,0.1038476745722408,0.0023147342365393,0.0073022206071606,0.0049874863706213,1.4641083830745065,0.012289706977781902,0.001,0.0023147342365393,0.1038476745722408,0.0073022206071606,0.0049874863706213,1.4641083830745065,0.012289706977781902,0.001,1.4641083830745065,0.0023147342365393,0.1038476745722408,0.0073022206071606,0.0049874863706213,0.012289706977781902
1.0,5,1.0,0.10895266389533993,0.002015142956057,0.0052553626013036,0.0032402196452466,1.6219155412477355,0.0084955822465502,1.0,0.002015142956057,0.10895266389533993,0.0052553626013036,0.0032402196452466,1.6219155412477355,0.0084955822465502,1.0,1.6219155412477355,0.002015142956057,0.10895266389533993,0.0052553626013036,0.0032402196452466,0.0084955822465502
1.0,6,1.0,0.16585980812631074,0.0033345374796464,0.006719545772204,0.0033850082925576,1.985089899186582,0.0101045540647616,0.3,0.0034845573339978998,0.16500564044392807,0.0073011823645426,0.0038166250305447,1.9129944137026207,0.0111178073950873,1.0,1.985089899186582,0.0033345374796464,0.16585980812631074,0.006719545772204,0.0033850082925576,0.0101045540647616
1.0,7,1.0,0.07974772926963603,0.0014816658917497002,0.0050305387802568,0.0035488728885071,1.4175032290197036,0.0085794116687639,1.0,0.0014816658917497002,0.07974772926963603,0.0050305387802568,0.0035488728885071,1.4175032290197036,0.0085794116687639,1.0,1.4175032290197036,0.0014816658917497002,0.07974772926963603,0.0050305387802568,0.0035488728885071,0.0085794116687639
1.0,8,3.0,0.07168935764343137,0.0010073934392384,0.0025297984476398,0.0015224050084014,1.6617118519824767,0.0040522034560412,1.0,0.0011815543221262003,0.0631246221952686,0.0049496792901816,0.0037681249680554,1.3135655878797445,0.008717804258237,0.3,1.1515153069961481,0.0007236764497689004,0.03569093818262184,0.0054999361093674,0.0047762596595985,0.0102761957689659
1.0,9,3.0,0.06538103388222252,0.0009214909207057999,0.0025078267466918,0.001586335825986,1.580892711385464,0.004094162572677799,3.0,0.0009214909207057999,0.06538103388222252,0.0025078267466918,0.001586335825986,1.580892711385464,0.004094162572677799,,,,,,,
2.0,0,1.0,0.0992318982792509,0.0017674622176966004,0.0047894471555309,0.0030219849378343,1.584867976667806,0.0078114320933652,1.0,0.0017674622176966004,0.0992318982792509,0.0047894471555309,0.0030219849378343,1.584867976667806,0.0078114320933652,0.3,1.3985008248801598,0.0015148229868040997,0.07923778597726433,0.0053161275032029,0.0038013045163988,0.0091174320196017
2.0,1,1.0,0.09869145098952654,0.0016929587146993995,0.0044235075483683,0.0027305488336689,1.6200067518311512,0.007154056382037199,1.0,0.0016929587146993995,0.09869145098952654,0.0044235075483683,0.0027305488336689,1.6200067518311512,0.007154056382037199,,,,,,,
2.0,2,0.001,0.2357877102852473,0.0051569521925134,0.0085140591813011,0.0033571069887877,2.536129830595456,0.0118711661700888,0.001,0.0051569521925134,0.2357877102852473,0.0085140591813011,0.0033571069887877,2.536129830595456,0.0118711661700888,0.001,2.536129830595456,0.0051569521925134,0.2357877102852473,0.0085140591813011,0.0033571069887877,0.0118711661700888
2.0,3,0.001,0.18596897688896522,0.0029558762774025004,0.004425167635929,0.0014692913585265,3.0117699986713826,0.005894458994455501,0.001,0.0029558762774025004,0.18596897688896522,0.004425167635929,0.0014692913585265,3.0117699986713826,0.005894458994455501,,,,,,,
2.0,4,3.0,0.07087582575583602,0.0009576294116780003,0.002234499041546,0.001276869629868,1.7499821340625166,0.003511368671414,3.0,0.0009576294116780003,0.07087582575583602,0.002234499041546,0.001276869629868,1.7499821340625166,0.003511368671414,,,,,,,
2.0,5,1.0,0.09683354836417257,0.0014913866119096002,0.0034464676610408,0.0019550810491312,1.7628259763499408,0.005401548710172,1.0,0.0014913866119096002,0.09683354836417257,0.0034464676610408,0.0019550810491312,1.7628259763499408,0.005401548710172,,,,,,,
2.0,6,1.0,0.08061225090395559,0.0013193619364881997,0.0038430645215711,0.0025237025850829,1.522788201257904,0.0063667671066540005,1.0,0.0013193619364881997,0.08061225090395559,0.0038430645215711,0.0025237025850829,1.522788201257904,0.0063667671066540005,,,,,,,
2.0,7,0.001,0.20502489903176338,0.0036909597570877997,0.0058467274697352,0.0021557677126474,2.7121324030978124,0.0080024951823826,0.001,0.0036909597570877997,0.20502489903176338,0.0058467274697352,0.0021557677126474,2.7121324030978124,0.0080024951823826,0.001,2.7121324030978124,0.0036909597570877997,0.20502489903176338,0.0058467274697352,0.0021557677126474,0.0080024951823826
2.0,8,3.0,0.07117626654509368,0.0009795962739099998,0.0023712792925406,0.0013916830186306,1.7038932422772666,0.0037629623111712,1.0,0.0011808782883,0.06575324145882087,0.0045700594799744,0.0033891811916744,1.3484258350814728,0.0079592406716488,0.3,1.1385304801264666,0.0006272152909073004,0.03186667514454787,0.0051548491314612,0.0045276338405539,0.0096824829720151
2.0,9,0.3,0.22013081544364355,0.0046957881366135,0.0080137977200735,0.00331800958346,2.415242486822934,0.0113318073035335,0.1,0.0047632168949107,0.21515430181123746,0.0084509127904604,0.0036876958955497,2.291651217327135,0.0121386086860101,0.3,2.415242486822934,0.0046957881366135,0.22013081544364355,0.0080137977200735,0.00331800958346,0.0113318073035335
3.0,0,0.001,0.18000773948986112,0.0035802141998008997,0.0067347189536662,0.0031545047538653,2.134952861706426,0.0098892237075315,0.001,0.0035802141998008997,0.18000773948986112,0.0067347189536662,0.0031545047538653,2.134952861706426,0.0098892237075315,0.001,2.134952861706426,0.0035802141998008997,0.18000773948986112,0.0067347189536662,0.0031545047538653,0.0098892237075315
3.0,1,0.3,0.09130711749551272,0.0016157370843833002,0.0046556841818799,0.0030399470974966,1.5315017107312032,0.007695631279376501,0.3,0.0016157370843833002,0.09130711749551272,0.0046556841818799,0.0030399470974966,1.5315017107312032,0.007695631279376501,0.1,1.4659740138339168,0.0015960328092713,0.08652300242347813,0.0050211869174877,0.0034251541082164,0.0084463410257041
3.0,2,0.001,0.27870996045236685,0.007662973262972799,0.0125787047978828,0.00491573153491,2.558867323407284,0.0174944363327928,0.001,0.007662973262972799,0.27870996045236685,0.0125787047978828,0.00491573153491,2.558867323407284,0.0174944363327928,0.001,2.558867323407284,0.007662973262972799,0.27870996045236685,0.0125787047978828,0.00491573153491,0.0174944363327928
3.0,3,0.001,0.15433208065654014,0.0020454494586935002,0.0026495046249848,0.0006040551662913,4.386196441072908,0.0032535597912761,0.001,0.0020454494586935002,0.15433208065654014,0.0026495046249848,0.0006040551662913,4.386196441072908,0.0032535597912761,,,,,,,
3.0,4,0.001,0.15565475748860574,0.0024613383329654998,0.0041370716840726,0.0016757333511071,2.4688126418624803,0.0058128050351797,0.001,0.0024613383329654998,0.15565475748860574,0.0041370716840726,0.0016757333511071,2.4688126418624803,0.0058128050351797,,,,,,,
3.0,5,0.3,0.13418146663562677,0.0022991433310695004,0.0047168626212704,0.0024177192902009,1.9509554473246968,0.0071345819114713,0.3,0.0022991433310695004,0.13418146663562677,0.0047168626212704,0.0024177192902009,1.9509554473246968,0.0071345819114713,,,,,,,
3.0,6,1.0,0.09308674996614473,0.0014633891155217001,0.0035920458755044,0.0021286567599827,1.6874706816735088,0.0057207026354871,1.0,0.0014633891155217001,0.09308674996614473,0.0035920458755044,0.0021286567599827,1.6874706816735088,0.0057207026354871,,,,,,,
3.0,7,3.0,0.04874222902500332,0.0006170728933106999,0.001638498223682,0.0010214253303713,1.6041292235059976,0.0026599235540533,3.0,0.0006170728933106999,0.04874222902500332,0.001638498223682,0.0010214253303713,1.6041292235059976,0.0026599235540533,,,,,,,
3.0,8,0.3,0.0861915369950247,0.0012576181581855,0.0029242942394171,0.0016666760812316,1.7545666315086306,0.0045909703206487,0.3,0.0012576181581855,0.0861915369950247,0.0029242942394171,0.0016666760812316,1.7545666315086306,0.0045909703206487,,,,,,,
3.0,9,0.001,0.49880397134006815,0.0113382504685599,0.0120345624801974,0.0006963120116375,17.28329005069541,0.012730874491834899,0.001,0.0113382504685599,0.49880397134006815,0.0120345624801974,0.0006963120116375,17.28329005069541,0.012730874491834899,0.001,17.28329005069541,0.0113382504685599,0.49880397134006815,0.0120345624801974,0.0006963120116375,0.012730874491834899
5.0,0,1.0,0.06055565061189244,0.0008552355592427001,0.0024891847069094,0.0016339491476667,1.5234162635603261,0.0041231338545761,1.0,0.0008552355592427001,0.06055565061189244,0.0024891847069094,0.0016339491476667,1.5234162635603261,0.0041231338545761,,,,,,,
5.0,1,0.3,0.130196009568624,0.0020769355549845004,0.0040146552269616,0.0019377196719771,2.0718452121578093,0.0059523748989387,0.3,0.0020769355549845004,0.130196009568624,0.0040146552269616,0.0019377196719771,2.0718452121578093,0.0059523748989387,,,,,,,
5.0,2,0.1,0.2149982352031957,0.0033559990904668,0.0044827126567039,0.0011267135662371,3.978573425450357,0.0056094262229410006,0.1,0.0033559990904668,0.2149982352031957,0.0044827126567039,0.0011267135662371,3.978573425450357,0.0056094262229410006,,,,,,,
5.0,3,3.0,0.03675047008277557,0.0004435689180419001,0.0012566585306018,0.0008130896125599,1.5455350918822461,0.0020697481431617,3.0,0.0004435689180419001,0.03675047008277557,0.0012566585306018,0.0008130896125599,1.5455350918822461,0.0020697481431617,,,,,,,
5.0,4,3.0,0.030670736243849448,0.0003633809512153999,0.0011055937742817,0.0007422128230663,1.4895913118619735,0.001847806597348,3.0,0.0003633809512153999,0.030670736243849448,0.0011055937742817,0.0007422128230663,1.4895913118619735,0.001847806597348,,,,,,,
5.0,5,3.0,0.043461463282714205,0.0005127991281539,0.0011558687653113,0.0006430696371574,1.7974239440431885,0.0017989384024687,3.0,0.0005127991281539,0.043461463282714205,0.0011558687653113,0.0006430696371574,1.7974239440431885,0.0017989384024687,,,,,,,
5.0,6,0.3,0.09265349461250819,0.0011677960210767,0.0018858514660481,0.0007180554449714,2.6263312626184208,0.0026039069110195,0.3,0.0011677960210767,0.09265349461250819,0.0018858514660481,0.0007180554449714,2.6263312626184208,0.0026039069110195,,,,,,,
5.0,7,1.0,0.06482762587959082,0.0008660675059429001,0.0021128056418226,0.0012467381358797,1.6946667301847915,0.0033595437777022997,1.0,0.0008660675059429001,0.06482762587959082,0.0021128056418226,0.0012467381358797,1.6946667301847915,0.0033595437777022997,,,,,,,
5.0,8,3.0,0.04008252082408008,0.0004814314862828001,0.001246219842993,0.0007647883567102,1.6294963572984047,0.0020110081997032,3.0,0.0004814314862828001,0.04008252082408008,0.001246219842993,0.0007647883567102,1.6294963572984047,0.0020110081997032,,,,,,,
5.0,9,3.0,0.04471247841067266,0.0005452558756124001,0.0013699848166216,0.0008247289410092,1.6611334304384309,0.0021947137576308,3.0,0.0005452558756124001,0.04471247841067266,0.0013699848166216,0.0008247289410092,1.6611334304384309,0.0021947137576308,,,,,,,
