p_transport,modular_cost,best_global_strategy,best_global_fitness,best_modular_strategy,best_modular_fitness,winner,modular_gain
0.1,0.01,G(0.05),0.636973029894342,"M(0.5,0.01)",0.7003081773606391,modular,1.099431442924362
0.1,0.015,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6953081773606391,modular,1.0915818170134668
0.1,0.02,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6903081773606391,modular,1.0837321911025717
0.1,0.025,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6853081773606391,modular,1.0758825651916764
0.1,0.03,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6803081773606391,modular,1.0680329392807812
0.1,0.035,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6753081773606391,modular,1.0601833133698861
0.1,0.04,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6703081773606391,modular,1.052333687458991
0.1,0.045,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6653081773606391,modular,1.044484061548096
0.1,0.05,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6603081773606391,modular,1.0366344356372008
0.1,0.055,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6553081773606391,modular,1.0287848097263057
0.1,0.06,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6503081773606392,modular,1.0209351838154108
0.1,0.065,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6453081773606391,modular,1.0130855579045155
0.1,0.07,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6403081773606392,modular,1.0052359319936204
0.1,0.075,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6353081773606392,global,0.9973863060827254
0.1,0.08,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6303081773606392,global,0.9895366801718302
0.1,0.085,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6253081773606392,global,0.981687054260935
0.1,0.09,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6203081773606391,global,0.97383742835004
0.1,0.095,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6153081773606391,global,0.9659878024391448
0.1,0.1,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6103081773606391,global,0.9581381765282497
0.1,0.105,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6053081773606391,global,0.9502885506173545
0.1,0.11,G(0.05),0.636973029894342,"M(0.5,0.01)",0.6003081773606391,global,0.9424389247064594
0.1,0.115,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5953081773606391,global,0.9345892987955643
0.1,0.12,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5903081773606391,global,0.9267396728846692
0.1,0.125,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5853081773606391,global,0.9188900469737741
0.1,0.13,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5803081773606391,global,0.911040421062879
0.1,0.135,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5753081773606391,global,0.9031907951519837
0.1,0.14,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5703081773606391,global,0.8953411692410886
0.1,0.145,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5653081773606391,global,0.8874915433301935
0.1,0.15,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5603081773606391,global,0.8796419174192984
0.1,0.155,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5553081773606391,global,0.8717922915084033
0.1,0.16,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5503081773606391,global,0.8639426655975081
0.1,0.165,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5453081773606391,global,0.856093039686613
0.1,0.17,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5403081773606391,global,0.8482434137757179
0.1,0.175,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5353081773606392,global,0.8403937878648229
0.1,0.18,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5303081773606391,global,0.8325441619539277
0.1,0.185,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5253081773606392,global,0.8246945360430327
0.1,0.19,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5203081773606391,global,0.8168449101321373
0.1,0.195,G(0.05),0.636973029894342,"M(0.5,0.01)",0.5153081773606392,global,0.8089952842212424
0.1,0.2,G(0.05),0.636973029894342,"M(0.5,0.01)",0.510308177360639,global,0.8011456583103471
0.15,0.0,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7261071793596042,modular,1.1606568003966082
0.15,0.005,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7211071793596042,modular,1.1526644761682465
0.15,0.01,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7161071793596042,modular,1.144672151939885
0.15,0.015,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7111071793596042,modular,1.1366798277115235
0.15,0.02,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7061071793596042,modular,1.1286875034831618
0.15,0.025,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.7011071793596042,modular,1.1206951792548003
0.15,0.03,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6961071793596042,modular,1.1127028550264388
0.15,0.035,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6911071793596042,modular,1.1047105307980771
0.15,0.04,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6861071793596042,modular,1.0967182065697156
0.15,0.045,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6811071793596042,modular,1.088725882341354
0.15,0.05,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6761071793596042,modular,1.0807335581129924
0.15,0.055,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6711071793596042,modular,1.072741233884631
0.15,0.06,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6661071793596043,modular,1.0647489096562694
0.15,0.065,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6611071793596042,modular,1.0567565854279077
0.15,0.07,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6561071793596043,modular,1.0487642611995462
0.15,0.075,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6511071793596043,modular,1.0407719369711848
0.15,0.08,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6461071793596043,modular,1.0327796127428233
0.15,0.085,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6411071793596043,modular,1.0247872885144615
0.15,0.09,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6361071793596043,modular,1.0167949642861
0.15,0.095,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6311071793596043,modular,1.0088026400577386
0.15,0.1,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6261071793596042,modular,1.0008103158293769
0.15,0.105,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6211071793596042,global,0.9928179916010154
0.15,0.11,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6161071793596042,global,0.9848256673726538
0.15,0.115,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6111071793596042,global,0.9768333431442922
0.15,0.12,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6061071793596042,global,0.9688410189159307
0.15,0.125,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.6011071793596042,global,0.9608486946875691
0.15,0.13,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5961071793596042,global,0.9528563704592075
0.15,0.135,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5911071793596042,global,0.944864046230846
0.15,0.14,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5861071793596042,global,0.9368717220024844
0.15,0.145,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5811071793596042,global,0.9288793977741228
0.15,0.15,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5761071793596042,global,0.9208870735457612
0.15,0.155,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5711071793596042,global,0.9128947493173997
0.15,0.16,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5661071793596042,global,0.9049024250890381
0.15,0.165,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5611071793596042,global,0.8969101008606765
0.15,0.17,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5561071793596042,global,0.8889177766323149
0.15,0.175,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5511071793596043,global,0.8809254524039535
0.15,0.18,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5461071793596042,global,0.8729331281755918
0.15,0.185,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5411071793596043,global,0.8649408039472304
0.15,0.19,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5361071793596042,global,0.8569484797188687
0.15,0.195,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5311071793596043,global,0.8489561554905072
0.15,0.2,G(0.05),0.6256002455777505,"M(0.5,0.01)",0.5261071793596042,global,0.8409638312621455
0.2,0.0,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7419061813585694,modular,1.2078687915308357
0.2,0.005,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7369061813585694,modular,1.199728484697706
0.2,0.01,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7319061813585694,modular,1.1915881778645767
0.2,0.015,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7269061813585694,modular,1.183447871031447
0.2,0.02,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7219061813585694,modular,1.1753075641983177
0.2,0.025,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7169061813585694,modular,1.1671672573651881
0.2,0.03,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7119061813585694,modular,1.1590269505320585
0.2,0.035,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7069061813585694,modular,1.1508866436989291
0.2,0.04,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.7019061813585694,modular,1.1427463368657995
0.2,0.045,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6969061813585694,modular,1.1346060300326701
0.2,0.05,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6919061813585694,modular,1.1264657231995405
0.2,0.055,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6869061813585694,modular,1.1183254163664111
0.2,0.06,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6819061813585694,modular,1.1101851095332815
0.2,0.065,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6769061813585695,modular,1.1020448027001521
0.2,0.07,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6719061813585694,modular,1.0939044958670225
0.2,0.075,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6669061813585695,modular,1.0857641890338932
0.2,0.08,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6619061813585695,modular,1.0776238822007638
0.2,0.085,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6569061813585695,modular,1.0694835753676342
0.2,0.09,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6519061813585695,modular,1.0613432685345048
0.2,0.095,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6469061813585695,modular,1.0532029617013752
0.2,0.1,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6419061813585695,modular,1.0450626548682456
0.2,0.105,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6369061813585695,modular,1.0369223480351162
0.2,0.11,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6319061813585695,modular,1.0287820412019866
0.2,0.115,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6269061813585695,modular,1.0206417343688572
0.2,0.12,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6219061813585695,modular,1.0125014275357276
0.2,0.125,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6169061813585694,modular,1.0043611207025982
0.2,0.13,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6119061813585694,global,0.9962208138694686
0.2,0.135,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6069061813585694,global,0.9880805070363391
0.2,0.14,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.6019061813585694,global,0.9799402002032096
0.2,0.145,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5969061813585694,global,0.9717998933700801
0.2,0.15,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5919061813585694,global,0.9636595865369506
0.2,0.155,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5869061813585694,global,0.9555192797038211
0.2,0.16,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5819061813585694,global,0.9473789728706915
0.2,0.165,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5769061813585694,global,0.939238666037562
0.2,0.17,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5719061813585694,global,0.9310983592044325
0.2,0.175,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5669061813585694,global,0.922958052371303
0.2,0.18,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5619061813585695,global,0.9148177455381737
0.2,0.185,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5569061813585694,global,0.906677438705044
0.2,0.19,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5519061813585695,global,0.8985371318719146
0.2,0.195,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5469061813585694,global,0.890396825038785
0.2,0.2,G(0.05),0.6142274612611591,"M(0.5,0.01)",0.5419061813585695,global,0.8822565182056556
0.25,0.0,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7577051833575346,modular,1.2568620802575368
0.25,0.005,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7527051833575346,modular,1.2485682074699167
0.25,0.01,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7477051833575346,modular,1.2402743346822966
0.25,0.015,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7427051833575345,modular,1.2319804618946768
0.25,0.02,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7377051833575345,modular,1.2236865891070567
0.25,0.025,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7327051833575345,modular,1.2153927163194367
0.25,0.03,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7277051833575345,modular,1.2070988435318166
0.25,0.035,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7227051833575345,modular,1.1988049707441968
0.25,0.04,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7177051833575345,modular,1.1905110979565767
0.25,0.045,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7127051833575345,modular,1.1822172251689567
0.25,0.05,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7077051833575345,modular,1.1739233523813366
0.25,0.055,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.7027051833575345,modular,1.1656294795937165
0.25,0.06,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6977051833575345,modular,1.1573356068060967
0.25,0.065,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6927051833575346,modular,1.1490417340184769
0.25,0.07,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6877051833575345,modular,1.1407478612308566
0.25,0.075,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6827051833575346,modular,1.1324539884432367
0.25,0.08,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6777051833575346,modular,1.1241601156556167
0.25,0.085,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6727051833575346,modular,1.1158662428679966
0.25,0.09,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6677051833575346,modular,1.1075723700803768
0.25,0.095,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6627051833575346,modular,1.0992784972927567
0.25,0.1,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6577051833575346,modular,1.0909846245051367
0.25,0.105,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6527051833575346,modular,1.0826907517175166
0.25,0.11,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6477051833575346,modular,1.0743968789298965
0.25,0.115,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6427051833575346,modular,1.0661030061422767
0.25,0.12,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6377051833575346,modular,1.0578091333546566
0.25,0.125,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6327051833575346,modular,1.0495152605670366
0.25,0.13,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6277051833575346,modular,1.0412213877794165
0.25,0.135,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6227051833575346,modular,1.0329275149917965
0.25,0.14,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6177051833575345,modular,1.0246336422041766
0.25,0.145,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6127051833575345,modular,1.0163397694165566
0.25,0.15,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6077051833575345,modular,1.0080458966289365
0.25,0.155,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.6027051833575345,global,0.9997520238413166
0.25,0.16,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5977051833575345,global,0.9914581510536965
0.25,0.165,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5927051833575345,global,0.9831642782660764
0.25,0.17,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5877051833575345,global,0.9748704054784565
0.25,0.175,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5827051833575345,global,0.9665765326908364
0.25,0.18,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5777051833575346,global,0.9582826599032166
0.25,0.185,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5727051833575345,global,0.9499887871155964
0.25,0.19,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5677051833575346,global,0.9416949143279766
0.25,0.195,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5627051833575345,global,0.9334010415403564
0.25,0.2,G(0.05),0.6028546769445676,"M(0.5,0.01)",0.5577051833575346,global,0.9251071687527366
0.3,0.0,G(0.1),0.5978250340478717,"M(0.5,0.01)",0.7735041853564997,modular,1.2938638252050185
0.3,0.005,G(0.1),0.5978250340478717,"M(0.5,0.01)",0.7685041853564997,modular,1.2855001741110772
0.3,0.01,G(0.1),0.5978250340478717,"M(0.5,0.01)",0.7635041853564997,modular,1.2771365230171359
0.3,0.015,G(0.1),0.5978250340478717,"M(0.5,0.01)",0.7585041853564997,modular,1.2687728719231945
