variant,surrogate_id,epsilon,trial,energy_seed,kappa,P_sink_T_end,P_sink_D_end,Selectivity_end,coverage_end,N_edges
lesion_KC_MBON,3,0.0,2,2042,1.0,0.009203779207476273,0.006707940112809401,1.372072357731515,0.015911719320285674,1461
lesion_KC_MBON,3,0.0,3,3042,0.001,0.014981268402057971,0.014173747806237143,1.0569729760824802,0.029155016208295116,1461
lesion_KC_MBON,3,0.0,3,3042,1.0,0.009203779207476273,0.006707940112809401,1.372072357731515,0.015911719320285674,1461
lesion_KC_MBON,3,0.0,4,4042,0.001,0.014981268402057971,0.014173747806237143,1.0569729760824802,0.029155016208295116,1461
lesion_KC_MBON,3,0.0,4,4042,1.0,0.009203779207476273,0.006707940112809401,1.372072357731515,0.015911719320285674,1461
lesion_KC_MBON,3,3.0,0,342,0.001,0.005479927313983546,0.00788270375136564,0.6951837194616113,0.013362631065349184,1461
lesion_KC_MBON,3,3.0,0,342,1.0,0.004009299102875911,0.004095738016607947,0.9788953994712486,0.008105037119483858,1461
lesion_KC_MBON,3,3.0,1,1342,0.001,0.008888013543935602,0.0038850457767419565,2.287750016964135,0.012773059320677557,1461
lesion_KC_MBON,3,3.0,1,1342,1.0,0.004598920983309518,0.0033443233743720244,1.3751424330483388,0.007943244357681543,1461
lesion_KC_MBON,3,3.0,2,2342,0.001,0.014018903113308367,0.009206603375276975,1.5227008854787247,0.023225506488585342,1461
lesion_KC_MBON,3,3.0,2,2342,1.0,0.007951104679372554,0.005497438047359407,1.4463291099288313,0.01344854272673196,1461
lesion_KC_MBON,3,3.0,3,3342,0.001,0.003170176006835361,0.000750926785510061,4.221684542069384,0.003921102792345422,1461
lesion_KC_MBON,3,3.0,3,3342,1.0,0.004039424466775844,0.0019486532187044281,2.0729314102324192,0.005988077685480273,1461
lesion_KC_MBON,3,3.0,4,4342,0.001,0.003540937141794429,0.0017875312605134107,1.9809092115102367,0.00532846840230784,1461
lesion_KC_MBON,3,3.0,4,4342,1.0,0.0041405803390817736,0.00343244074718444,1.2063078849276272,0.007573021086266214,1461
lesion_KC_MBON,3,5.0,0,542,0.001,0.0028044203326515744,0.004610658471428702,0.6082472491557855,0.007415078804080277,1461
lesion_KC_MBON,3,5.0,0,542,1.0,0.0028884781530672406,0.0024213697746700777,1.192910798710163,0.005309847927737319,1461
lesion_KC_MBON,3,5.0,1,1542,0.001,0.007166952713163803,0.003776012765366612,1.8980213141758127,0.010942965478530416,1461
lesion_KC_MBON,3,5.0,1,1542,1.0,0.0045267577244478795,0.0022268100718586636,2.0328441027018807,0.0067535677963065435,1461
lesion_KC_MBON,3,5.0,2,2542,0.001,0.007351852868450608,0.003093015163335565,2.37692105529328,0.010444868031786174,1461
lesion_KC_MBON,3,5.0,2,2542,1.0,0.004715125630375051,0.0019012185380818314,2.480054519483152,0.006616344168456883,1461
lesion_KC_MBON,3,5.0,3,3542,0.001,0.0006877544472327104,0.0022824135648495344,0.30132770744232856,0.002970168012082245,1461
lesion_KC_MBON,3,5.0,3,3542,1.0,0.001852281226017467,0.00231963667016439,0.7985221345408701,0.004171917896181857,1461
lesion_KC_MBON,3,5.0,4,4542,0.001,0.0011969227627027892,0.001073420993658639,1.1150543623226088,0.002270343756361428,1461
lesion_KC_MBON,3,5.0,4,4542,1.0,0.0020874996648241745,0.0018702374311531374,1.1161682623477978,0.003957737095977312,1461
