epsilon,n_trials,Selectivity_end_mean,Selectivity_end_std,delta_PR_mean,delta_PR_std,ratio_PR_mean,ratio_PR_std
0.0,10,1.175361488636637,0.0,-1.9609702508383375,2.340555645717801e-16,0.6072121139991137,0.0
1.0,10,1.408312107052733,0.3943329816537402,-0.7682157816817384,1.1752091799036115,0.7977996051517864,0.3144806893042773
2.0,10,1.686524711470435,0.8646172123295341,-0.18434653474000867,0.5955793790766911,0.9599129383661318,0.16275987826769786
3.0,10,3.524484142499162,4.945087011866885,-0.09161885654846902,1.232235603042378,1.0541332779533055,0.44152013672907026
5.0,10,1.3613682518292856,1.2487612727293895,0.051691886798180466,1.0450747341185855,1.0819242569173761,0.4160652396194644
