variant,surrogate_id,epsilon,kappa,n_trials,P_sink_T_end_mean,P_sink_D_end_mean,Selectivity_end_mean,Selectivity_end_std,coverage_end_mean
lesion_KC_MBON,9,0.0,0.001,20,0.01504714286873964,0.014929684130311005,1.0078674629948996,2.278129578503827e-16,0.029976826999050653
lesion_KC_MBON,9,1.0,0.001,20,0.007667800317719266,0.0065250076194092715,1.2255076151843634,0.4189635355203287,0.014192807937128534
lesion_KC_MBON,9,2.0,0.001,20,0.006426453933361486,0.004969346126086275,1.4596543244999198,0.8595224776093144,0.01139580005944776
lesion_KC_MBON,9,3.0,0.001,20,0.006392330779272081,0.004733312863899779,2.2238085894869264,3.380959193483251,0.011125643643171859
lesion_KC_MBON,9,5.0,0.001,20,0.002754177984784842,0.0027609823832035114,1.682886498511828,1.3008327869812533,0.005515160367988354
lesion_KC_MBON,10,0.0,0.001,20,0.016090371185221008,0.014325129842217085,1.1232268999530048,4.556259157007654e-16,0.03041550102743809
lesion_KC_MBON,10,1.0,0.001,20,0.00851897598744075,0.008267839355505723,1.1100638348337273,0.4682300302479385,0.016786815342946473
lesion_KC_MBON,10,2.0,0.001,20,0.006906621781273102,0.005529256253500181,1.5522552556791624,1.1314920135422306,0.012435878034773282
lesion_KC_MBON,10,3.0,0.001,20,0.006595274114453995,0.003843791530503951,2.8998657902866847,4.49968515243792,0.010439065644957944
lesion_KC_MBON,10,5.0,0.001,20,0.003272903516406504,0.00213113476587397,2.2711008417662564,1.7845146771837093,0.005404038282280475
lesion_KC_MBON,11,0.0,0.001,20,0.01506714950225197,0.014343475454507777,1.0504531868157732,2.278129578503827e-16,0.029410624956759744
lesion_KC_MBON,11,1.0,0.001,20,0.008225285565653787,0.007054740485645644,1.2951898396716297,0.6208621703227967,0.015280026051299434
lesion_KC_MBON,11,2.0,0.001,20,0.00631132352078792,0.004972064336192646,1.4440424109234606,0.745190731425604,0.011283387856980562
lesion_KC_MBON,11,3.0,0.001,20,0.0053412480607582915,0.0035871889975189254,2.0532073212873323,2.8668884764785005,0.008928437058277217
lesion_KC_MBON,11,5.0,0.001,20,0.0031173459553712948,0.0021751850004449987,2.5857493828361315,2.697910707303049,0.005292530955816293
lesion_KC_MBON,12,0.0,0.001,20,0.015221933991555265,0.013517569435516704,1.126085134094769,0.0,0.02873950342707197
lesion_KC_MBON,12,1.0,0.001,20,0.008561638324108993,0.006605908646033311,1.3886619169899972,0.6640241164188381,0.015167546970142307
lesion_KC_MBON,12,2.0,0.001,20,0.00676834858920305,0.004397819705560393,1.7041893771451064,1.0373501385464634,0.01116616829476344
lesion_KC_MBON,12,3.0,0.001,20,0.006160274451667374,0.003853728666845496,2.5938634381324794,3.655823651899627,0.010014003118512872
lesion_KC_MBON,12,5.0,0.001,20,0.0023711363997633217,0.0021494099663394717,1.7641548320119873,1.8397344580622361,0.004520546366102793
lesion_KC_MBON,13,0.0,0.001,20,0.014857753905493997,0.01337751650369608,1.1106511362014235,2.4430218036116926e-16,0.028235270409190084
lesion_KC_MBON,13,1.0,0.001,20,0.008285191600183121,0.007436442729715655,1.2700499652826465,0.6245167741925111,0.01572163432989878
lesion_KC_MBON,13,2.0,0.001,20,0.006127885320176894,0.005329408389434073,1.3917651074674384,1.0870912827590753,0.01145729370961097
lesion_KC_MBON,13,3.0,0.001,20,0.006227142930492417,0.0041450444078713275,1.8647263320220477,1.724749154848541,0.010372187338363741
lesion_KC_MBON,13,5.0,0.001,20,0.0025046500056129213,0.002180183315615965,1.4703265684854219,1.0942198110244767,0.004684833321228887
lesion_KC_MBON,14,0.0,0.001,20,0.01544067577228519,0.01532388240306764,1.0076216565187517,2.278129578503827e-16,0.03076455817535283
lesion_KC_MBON,14,1.0,0.001,20,0.009307695868246455,0.008062198631614908,1.2325436987522758,0.5978358713800969,0.017369894499861364
lesion_KC_MBON,14,2.0,0.001,20,0.007584785781721309,0.0054477621572794335,1.6058828126166813,0.8563293711395377,0.013032547939000747
lesion_KC_MBON,14,3.0,0.001,20,0.006082697256426239,0.003898314774235826,1.9550645044961978,1.9067606303506075,0.009981012030662064
lesion_KC_MBON,14,5.0,0.001,20,0.003044582637762311,0.00273591611212946,1.5903702535501507,1.5340229727113381,0.0057804987498917704
lesion_KC_MBON,15,0.0,0.001,20,0.018202719198679974,0.014916468674693508,1.220310221838325,7.311340921983905e-16,0.03311918787337349
lesion_KC_MBON,15,1.0,0.001,20,0.010691142713199568,0.0069963235716305585,1.6506067419857824,0.6580521853549602,0.017687466284830127
lesion_KC_MBON,15,2.0,0.001,20,0.007754507704690853,0.005084821598739136,1.8267320118984063,1.100118964805751,0.01283932930342999
lesion_KC_MBON,15,3.0,0.001,20,0.0065249352815803935,0.005187365265563642,1.6186558001562077,1.04565555202685,0.011712300547144033
lesion_KC_MBON,15,5.0,0.001,20,0.002931368852201801,0.0027345564974614062,1.681484620685088,1.564203185680979,0.005665925349663208
lesion_KC_MBON,16,0.0,0.001,20,0.016288196014858584,0.01306525947402746,1.2466798723738584,2.278129578503827e-16,0.029353455488886043
lesion_KC_MBON,16,1.0,0.001,20,0.007920547121811877,0.006556271790272246,1.4043842959331214,0.8677592298095328,0.014476818912084122
lesion_KC_MBON,16,2.0,0.001,20,0.005962265874540416,0.005328969476322909,1.5247629758892456,0.9129780197690492,0.011291235350863325
lesion_KC_MBON,16,3.0,0.001,20,0.005632509176981363,0.0033542520815714218,2.1859468134633246,2.937112450201826,0.008986761258552784
lesion_KC_MBON,16,5.0,0.001,20,0.002629347255644814,0.0021683915993061785,2.0068043405272507,1.872750871419505,0.004797738854950993
lesion_KC_MBON,17,0.0,0.001,20,0.0194659156208747,0.015071124399341454,1.2916034068721287,4.556259157007654e-16,0.03453704002021617
lesion_KC_MBON,17,1.0,0.001,20,0.011246756109653403,0.006250352396767737,1.9861292215446305,0.9482390296062567,0.01749710850642114
lesion_KC_MBON,17,2.0,0.001,20,0.009443314077530306,0.00476485462343869,2.356149054402548,1.2125751582431814,0.014208168700968995
lesion_KC_MBON,17,3.0,0.001,20,0.007501556116748365,0.004257798045269354,2.7764866878522803,3.6364586399179006,0.011759354162017718
lesion_KC_MBON,17,5.0,0.001,20,0.003489274832693867,0.0024419663809031856,1.8772336660021942,1.4950730770095804,0.0059312412135970535
lesion_KC_MBON,18,0.0,0.001,20,0.015829759119286246,0.01577577678867393,1.0034218492269522,2.278129578503827e-16,0.03160553590796019
lesion_KC_MBON,18,1.0,0.001,20,0.008436399140451366,0.008057559963479812,1.1135871554543941,0.5265608393092074,0.01649395910393118
lesion_KC_MBON,18,2.0,0.001,20,0.006577858085394922,0.006378963214675395,1.1421261982342166,0.5800184342791795,0.012956821300070318
lesion_KC_MBON,18,3.0,0.001,20,0.005889504640600158,0.00441952824330782,1.8729192696100867,2.4567482457828795,0.010309032883907979
lesion_KC_MBON,18,5.0,0.001,20,0.00227561829651229,0.0028136754917359934,1.249004854409447,0.9240978248445396,0.005089293788248284
lesion_KC_MBON,19,0.0,0.001,20,0.016356685792877006,0.013606929652333616,1.2020849824023094,2.278129578503827e-16,0.029963615445210624
lesion_KC_MBON,19,1.0,0.001,20,0.009588192117685735,0.0067531025693843925,1.4993055513518736,0.6880518319932731,0.016341294687070122
lesion_KC_MBON,19,2.0,0.001,20,0.0073853917206210635,0.004554761711679262,1.783037546533381,0.8321473278112096,0.011940153432300324
lesion_KC_MBON,19,3.0,0.001,20,0.007659355589526813,0.00423448326587158,2.5049286169023,3.219707860537958,0.01189383885539839
lesion_KC_MBON,19,5.0,0.001,20,0.00267804301128187,0.0025530002161586675,1.6877657140931777,1.5345835619721087,0.005231043227440537
lesion_KC_MBON,20,0.0,0.001,20,0.018409056889859294,0.015167389270308144,1.2137261436734765,2.278129578503827e-16,0.03357644616016744
lesion_KC_MBON,20,1.0,0.001,20,0.010239705228543733,0.007559009568678644,1.5057411491999835,0.8530002580442733,0.017798714797222375
lesion_KC_MBON,20,2.0,0.001,20,0.00788119025122547,0.005421160274554976,2.1280429296910106,1.98626210134787,0.013302350525780451
lesion_KC_MBON,20,3.0,0.001,20,0.0072476668662880845,0.0038897693402859383,2.263346525211428,1.866639724339373,0.01113743620657402
lesion_KC_MBON,20,5.0,0.001,20,0.0025792861206672055,0.002741694532810653,1.2532258242623906,0.6601742088176519,0.005320980653477858
original,0,0.0,0.001,20,0.013186862210208875,0.011219409804152794,1.1753614886366368,2.278129578503827e-16,0.024406272014361675
original,0,1.0,0.001,20,0.006436058337145107,0.005011637267386119,1.3620697802900426,0.5297141125656345,0.011447695604531224
original,0,2.0,0.001,20,0.00471990547935238,0.00359622449451363,1.5693969845920772,0.759656180879104,0.00831612997386601
original,0,3.0,0.001,20,0.0045638335694762056,0.0025887904981236466,2.6621795873695193,3.769216308689782,0.007152624067599853
original,0,5.0,0.001,20,0.0020888710009158715,0.0015597099564329349,1.7621551852468975,1.153604319008296,0.0036485809573488064
rewired_type,1,0.0,0.001,20,0.01147895160534787,0.009392501532958373,1.2221399766447718,2.278129578503827e-16,0.020871453138306247
rewired_type,1,1.0,0.001,20,0.006772660754951037,0.00775440196232195,0.9681909663517855,0.408052656630668,0.014527062717272988
rewired_type,1,2.0,0.001,20,0.005688937026107804,0.004499286979745257,1.4352933065834492,0.7712520392465644,0.01018822400585306
rewired_type,1,3.0,0.001,20,0.0038667022976855035,0.004097204802991086,1.3452418953128493,1.2253501477294233,0.00796390710067659
rewired_type,1,5.0,0.001,20,0.0020311903896387566,0.003032737451056055,1.2178533510318044,1.0060985394276398,0.005063927840694811
rewired_type,2,0.0,0.001,20,0.01564245573453723,0.010421107763630503,1.5010357908041323,2.278129578503827e-16,0.026063563498167734
rewired_type,2,1.0,0.001,20,0.008224765356252809,0.006917162233289327,1.2554443418840515,0.49851746816120707,0.015141927589542133
rewired_type,2,2.0,0.001,20,0.005170333015573467,0.005316436883254559,1.179568897756281,0.7616504253572802,0.010486769898828026
rewired_type,2,3.0,0.001,20,0.004427514252981986,0.005017571717126714,1.1147492130586296,0.7481539721789556,0.009445085970108699
rewired_type,2,5.0,0.001,20,0.0034974823410294557,0.002280377481185735,2.786470850310015,3.556193014118682,0.00577785982221519
rewired_type,3,0.0,0.001,20,0.008976541887173442,0.011352144663951569,0.7907353325832318,0.0,0.020328686551125012
rewired_type,3,1.0,0.001,20,0.006156519995177209,0.007485378294074019,0.9663534224034024,0.4312339708514088,0.013641898289251228
rewired_type,3,2.0,0.001,20,0.0038036322657219396,0.003674444087683617,1.1455374623093202,0.5554862365958237,0.007478076353405557
rewired_type,3,3.0,0.001,20,0.00410755533115848,0.0034623899403520126,1.5001916894187217,1.711350173525824,0.007569945271510489
rewired_type,3,5.0,0.001,20,0.0019859006751491793,0.0020159441670428166,1.3981830282075647,1.3830272459396473,0.004001844842191996
rewired_type,4,0.0,0.001,20,0.011005294442812164,0.01954703784413995,0.5630159684552127,0.0,0.030552332286952106
rewired_type,4,1.0,0.001,20,0.008104897724619054,0.015164738971207306,0.6531315704325117,0.44853774696528087,0.02326963669582636
rewired_type,4,2.0,0.001,20,0.0054147552419932556,0.010679354693228855,0.7014464218295674,0.43293528419675936,0.01609410993522211
rewired_type,4,3.0,0.001,20,0.0037282867335815526,0.007271952214217309,0.6130553099615768,0.44283737886012386,0.011000238947798863
rewired_type,4,5.0,0.001,20,0.001823357298669424,0.0035187317146421052,0.7546936266138304,0.6571528109493181,0.005342089013311529
rewired_type,5,0.0,0.001,20,0.01670935781642514,0.011386882688451866,1.4674216176744932,2.278129578503827e-16,0.028096240504877013
rewired_type,5,1.0,0.001,20,0.010008822719734729,0.007580744110439552,1.492088654125218,0.636755040569913,0.017589566830174284
rewired_type,5,2.0,0.001,20,0.0066224344611785415,0.007464153290933638,1.3884943598467,0.9691563957151458,0.014086587752112181
rewired_type,5,3.0,0.001,20,0.005048425461832536,0.006037813629932476,1.2939994690966559,0.9961648482730249,0.01108623909176501
rewired_type,5,5.0,0.001,20,0.002778371072512213,0.002201369386974443,2.573056452086877,3.2714315896323862,0.004979740459486656
rewired_type,6,0.0,0.001,20,0.011280384003829132,0.013769120791689538,0.8192523091102698,0.0,0.02504950479551867
rewired_type,6,1.0,0.001,20,0.00776077700140045,0.009217394263215837,0.9211914418081996,0.39759213432270124,0.016978171264616287
rewired_type,6,2.0,0.001,20,0.005967839989577976,0.006717493713549643,1.0407426160963804,0.6389171351306704,0.012685333703127622
rewired_type,6,3.0,0.001,20,0.003884695982255067,0.005438531692300448,0.9878369359455211,0.7625419218993768,0.009323227674555516
rewired_type,6,5.0,0.001,20,0.0023416072607449732,0.003782209128639773,1.3134496122284947,1.5903863977169983,0.006123816389384746
rewired_type,7,0.0,0.001,20,0.016363121542247387,0.00825360277202324,1.9825428957800066,0.0,0.024616724314270626
rewired_type,7,1.0,0.001,20,0.012815482505857758,0.00598852568372191,2.336716257527164,1.589701798045042,0.01880400818957967
rewired_type,7,2.0,0.001,20,0.009381239291642784,0.005493711871657929,1.9205785697883317,1.0143627461314657,0.014874951163300712
rewired_type,7,3.0,0.001,20,0.006210630156308188,0.00423332234075926,1.668759655334974,0.9963677068558635,0.010443952497067446
rewired_type,7,5.0,0.001,20,0.003109395756681288,0.002614144297396841,2.1795749306704955,2.1896051496270696,0.005723540054078129
rewired_type,8,0.0,0.001,20,0.009804038414655072,0.012934923989402825,0.757950987723566,0.0,0.02273896240405789
rewired_type,8,1.0,0.001,20,0.005922695405857777,0.009486681495190436,0.7052157751605322,0.2843360178028078,0.015409376901048207
rewired_type,8,2.0,0.001,20,0.005023531216867814,0.006932286323250568,0.8266815169325523,0.5400574090690526,0.011955817540118381
rewired_type,8,3.0,0.001,20,0.0039287612941371185,0.006611191444078475,0.8374706660440563,0.5913798829080243,0.010539952738215593
rewired_type,8,5.0,0.001,20,0.005021933414222605,0.004027121313769882,1.5678351151685825,2.4650090882884803,0.009049054727992487
rewired_type,9,0.0,0.001,20,0.010729744544108598,0.010576017134105145,1.0145354727625375,2.278129578503827e-16,0.02130576167821374
rewired_type,9,1.0,0.001,20,0.006664711671309267,0.006996940624414973,1.0757345435701178,0.48344922322572187,0.013661652295724244
rewired_type,9,2.0,0.001,20,0.005346244896498381,0.00480354001879481,1.2875302124063213,0.7298588379474292,0.01014978491529319
rewired_type,9,3.0,0.001,20,0.004244013303231808,0.003975992373528163,1.157042806286635,0.8351815608936501,0.00822000567675997
rewired_type,9,5.0,0.001,20,0.002276035987857929,0.0025832692861176318,1.6524511821920487,1.410039622383198,0.004859305273975561
rewired_type,10,0.0,0.001,20,0.009994241921992681,0.011876437951021925,0.8415184723203298,1.1390647892519134e-16,0.021870679873014606
rewired_type,10,1.0,0.001,20,0.006234014241696904,0.007782180779618989,0.9404781158573028,0.47373635609928144,0.014016195021315894
rewired_type,10,2.0,0.001,20,0.004323345823224557,0.004991239792901322,0.9776379202916076,0.4820834847553099,0.009314585616125878
rewired_type,10,3.0,0.001,20,0.003659531580817722,0.003244223419396311,1.4979244602598198,1.1714815673518033,0.006903755000214035
rewired_type,10,5.0,0.001,20,0.001283774543849671,0.001874413333783065,0.9487826176658489,0.7808790389029533,0.003158187877632736
rewired_type,11,0.0,0.001,20,0.018498534374261192,0.010756500790682624,1.7197539174231302,0.0,0.02925503516494381
rewired_type,11,1.0,0.001,20,0.011338666344615368,0.006600329463261653,1.8962842899913817,0.9685577326648117,0.01793899580787702
rewired_type,11,2.0,0.001,20,0.007576642999380762,0.004189131266286703,2.1083541370810965,1.2343117437691002,0.011765774265667463
rewired_type,11,3.0,0.001,20,0.005930542948158813,0.003757137214311862,2.1533043432511993,1.819126575003877,0.009687680162470676
rewired_type,11,5.0,0.001,20,0.002669541315186377,0.0023001213534370344,2.2498512090688942,2.8472858901145672,0.0049696626686234115
rewired_type,12,0.0,0.001,20,0.011412828345152901,0.011773524367839155,0.969363802003001,3.4171943677557405e-16,0.02318635271299206
rewired_type,12,1.0,0.001,20,0.007221895758295131,0.007578101384078417,1.0648949558785636,0.4631122561896947,0.014799997142373547
rewired_type,12,2.0,0.001,20,0.004258791611445974,0.005724026292239673,1.0039937679108584,0.6968503884129216,0.009982817903685649
rewired_type,12,3.0,0.001,20,0.0030044555027276725,0.004993160124693376,0.8435027839194251,0.6263627183701729,0.007997615627421049
rewired_type,12,5.0,0.001,20,0.0019210088100723936,0.0017496818827546262,1.4786331052872517,1.4645665236763992,0.00367069069282702
rewired_type,13,0.0,0.001,20,0.01806185373957194,0.013918200121606644,1.2977147605626804,0.0,0.031980053861178595
rewired_type,13,1.0,0.001,20,0.010520253078986394,0.010566289608674024,1.101786602317194,0.46634119560246184,0.021086542687660415
rewired_type,13,2.0,0.001,20,0.008893851462657273,0.006910979076382666,1.5982270533101586,1.5405503729334993,0.015804830539039937
rewired_type,13,3.0,0.001,20,0.004950661462878936,0.005121031035885697,1.329105244074228,0.8565518119672713,0.010071692498764632
rewired_type,13,5.0,0.001,20,0.00398950364474142,0.0027338988051393838,2.3413654148424614,2.667539207052464,0.006723402449880803
rewired_type,14,0.0,0.001,20,0.010848580444702246,0.009698611051625425,1.1185705237416985,2.278129578503827e-16,0.020547191496327673
rewired_type,14,1.0,0.001,20,0.007827438714884252,0.00875399040248134,0.9528126238805721,0.3224367761128599,0.01658142911736559
rewired_type,14,2.0,0.001,20,0.0053958773584781156,0.005655057709576722,1.218224586782583,0.8153106125627317,0.011050935068054839
rewired_type,14,3.0,0.001,20,0.0036482508834632006,0.004042935933977005,1.0754550052989884,0.6912460741022214,0.007691186817440204
rewired_type,14,5.0,0.001,20,0.0021982542359340303,0.00253134934978069,1.818743526176829,2.274072352871382,0.0047296035857147195
rewired_type,15,0.0,0.001,20,0.012113566951106705,0.014016503495078752,0.8642360025448278,0.0,0.026130070446185448
rewired_type,15,1.0,0.001,20,0.007223322417273893,0.009393167508398465,0.8364249158616079,0.290141778544964,0.016616489925672356
rewired_type,15,2.0,0.001,20,0.004950538640289002,0.005226551378255876,1.0181677723425444,0.45026352941182557,0.010177090018544877
rewired_type,15,3.0,0.001,20,0.004928050662048143,0.004425194508956947,1.231961561748315,0.8116831078365938,0.009353245171005088
rewired_type,15,5.0,0.001,20,0.0020042968544583687,0.0016602486510691526,1.408603807262233,1.0512850948115644,0.003664545505527521
rewired_type,16,0.0,0.001,20,0.008817300943731362,0.011032701998702368,0.7991968734376427,1.1390647892519134e-16,0.019850002942433727
rewired_type,16,1.0,0.001,20,0.005657916862101697,0.00771279068591949,0.7880566800478923,0.2746634244347646,0.013370707548021188
rewired_type,16,2.0,0.001,20,0.004510481553737961,0.004470207090957439,1.1039613792161187,0.5989924042012833,0.0089806886446954
rewired_type,16,3.0,0.001,20,0.0034693546339789527,0.0035000357535189077,1.3551088848561226,1.4772122412686097,0.006969390387497861
rewired_type,16,5.0,0.001,20,0.0023471521227220364,0.0030849151971598502,1.6600541133190145,1.9945195808839349,0.005432067319881886
rewired_type,17,0.0,0.001,20,0.012582457162297852,0.017405243874240188,0.722911856477749,0.0,0.029987701036538035
rewired_type,17,1.0,0.001,20,0.009329414541714303,0.010851051882290557,0.9865797358824088,0.553388734550701,0.020180466424004857
rewired_type,17,2.0,0.001,20,0.007432967326798051,0.00759666607305029,1.1971132169319207,1.3333070433485268,0.015029633399848339
rewired_type,17,3.0,0.001,20,0.00571015602283781,0.00627042548410951,1.4008484826629837,1.284246573896488,0.011980581506947321
rewired_type,17,5.0,0.001,20,0.0023214732451416163,0.002516036391631706,1.537310250989611,1.673904763578209,0.004837509636773323
rewired_type,18,0.0,0.001,20,0.011711279069783413,0.010699145000291014,1.09459952812774,2.220446049250313e-16,0.022410424070074424
rewired_type,18,1.0,0.001,20,0.009302147027251878,0.009008625936384006,1.1561093901120028,0.5872025518947687,0.018310772963635882
rewired_type,18,2.0,0.001,20,0.006313837127034097,0.0066192586605309965,1.2491700198494944,0.8817108893101515,0.012933095787565093
rewired_type,18,3.0,0.001,20,0.0038474551301384157,0.0038778953659794058,1.1844597618594186,0.8267602141410016,0.007725350496117822
rewired_type,18,5.0,0.001,20,0.002307749832800131,0.0032017348540368056,0.9459324452834302,1.000518847971892,0.005509484686836937
rewired_type,19,0.0,0.001,20,0.013108781893071941,0.012986798657446074,1.0093928640794418,2.278129578503827e-16,0.026095580550518017
rewired_type,19,1.0,0.001,20,0.010471357746404227,0.009393893935760827,1.2338492341511107,0.6684732925417575,0.019865251682165054
rewired_type,19,2.0,0.001,20,0.007764766736605158,0.006246749106280317,1.6063206286425888,1.27976155884689,0.014011515842885475
rewired_type,19,3.0,0.001,20,0.004530728541986932,0.006099318513726684,0.9391018260980918,0.624958673313121,0.010630047055713616
rewired_type,19,5.0,0.001,20,0.0026591177447183164,0.002121136363968804,1.9487097378352636,2.658711377304647,0.004780254108687121
rewired_type,20,0.0,0.001,20,0.012910653561408112,0.019082049241753544,0.6765863245170572,0.0,0.03199270280316166
rewired_type,20,1.0,0.001,20,0.009614731749267164,0.013253462463399288,0.9206946451637558,0.7284797146380616,0.022868194212666455
rewired_type,20,2.0,0.001,20,0.006604286601369984,0.00833044536330046,1.0895631409651183,0.796361216367197,0.014934731964670444
rewired_type,20,3.0,0.001,20,0.005116856987307931,0.006421153267147222,0.9639071140769108,0.5475249828999552,0.01153801025445515
rewired_type,20,5.0,0.001,20,0.0025004497107948605,0.0029208690569415235,1.4069516573539844,2.7838471465955377,0.0054213187677363845
